step_time,reward,total_stopped,total_wait_time
5e+00,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.06,4,6.0
20.0,-0.29,6,35.0
25.0,-0.06,4,41.0
30.0,-0.4000000000000001,10,81.0
35.0,-0.04999999999999993,7,86.0
40.0,-0.33999999999999997,10,120.0
45.0,-0.5700000000000001,14,177.0
50.0,-0.71,15,248.0
55.0,-0.9700000000000002,22,345.0
60.0,-1.2000000000000002,24,465.0
65.0,-1.08,26,573.0
70.0,-1.2699999999999996,26,700.0
75.0,-0.9699999999999998,27,797.0
80.0,-0.96,28,893.0
85.0,-1.5199999999999996,31,1045.0
90.0,-0.19000000000000128,32,1064.0
95.0,1.5700000000000003,25,907.0
100.0,0.9900000000000002,22,808.0
105.0,0.6699999999999999,10,741.0
110.0,-0.16000000000000014,11,757.0
115.0,-0.7400000000000002,17,831.0
120.0,0.20000000000000107,19,811.0
125.0,1.0899999999999999,20,702.0
130.0,1.5099999999999998,19,551.0
135.0,0.41000000000000014,16,510.0
140.0,0.9199999999999999,11,418.0
145.0,-0.7200000000000006,17,490.0
150.0,0.1900000000000004,18,471.0
155.0,-0.07000000000000028,25,478.0
160.0,-0.6699999999999999,31,545.0
165.0,-0.1200000000000001,28,557.0
170.0,0.1900000000000004,21,538.0
175.0,0.3700000000000001,11,501.0
180.0,0.8499999999999996,12,416.0
185.0,0.040000000000000036,13,412.0
190.0,0.2200000000000002,12,390.0
195.0,0.29000000000000004,14,361.0
200.0,-0.9200000000000004,20,453.0
205.0,-0.4399999999999995,22,497.0
210.0,-0.4400000000000004,26,541.0
215.0,-0.3899999999999997,29,580.0
220.0,-0.9500000000000002,36,675.0
225.0,-0.7800000000000002,32,753.0
230.0,0.2400000000000002,27,729.0
235.0,0.7599999999999998,26,653.0
240.0,-0.3199999999999994,14,685.0
245.0,0.1999999999999993,13,665.0
250.0,0.16000000000000014,15,649.0
255.0,0.6800000000000006,13,581.0
260.0,1.04,11,477.0
265.0,-0.2600000000000007,11,503.0
270.0,-0.6299999999999999,17,566.0
275.0,-0.08000000000000007,18,574.0
280.0,0.009999999999999787,24,573.0
285.0,-0.2599999999999998,24,599.0
290.0,0.45999999999999996,22,553.0
295.0,-0.41999999999999993,18,595.0
300.0,-0.9500000000000002,19,690.0
305.0,-0.0699999999999994,18,697.0
310.0,0.6600000000000001,15,631.0
315.0,1.13,12,518.0
320.0,-0.41999999999999993,17,560.0
325.0,-0.2400000000000002,16,584.0
330.0,0.45999999999999996,15,538.0
335.0,0.08000000000000007,14,530.0
340.0,-0.5800000000000001,17,588.0
345.0,-1.0499999999999998,23,693.0
350.0,-0.8000000000000007,25,773.0
355.0,-0.2599999999999998,21,799.0
360.0,-0.9100000000000001,23,890.0
365.0,-1.299999999999999,28,1020.0
370.0,-0.8900000000000006,30,1109.0
375.0,-1.25,40,1234.0
380.0,-1.2799999999999994,41,1362.0
385.0,-0.9300000000000015,40,1455.0
390.0,0.6400000000000006,32,1391.0
395.0,2.5199999999999996,19,1139.0
400.0,0.47000000000000064,17,1092.0
405.0,-1.17,29,1209.0
410.0,-1.8399999999999999,42,1393.0
415.0,-2.370000000000001,51,1630.0
420.0,-1.5999999999999979,51,1790.0
425.0,-0.46000000000000085,41,1836.0
430.0,-1.9000000000000021,38,2026.0
435.0,-1.7799999999999976,34,2204.0
440.0,0.629999999999999,30,2141.0
445.0,2.219999999999999,32,1919.0
450.0,2.25,34,1694.0
455.0,0.010000000000001563,43,1693.0
460.0,-0.370000000000001,39,1730.0
465.0,0.9200000000000017,35,1638.0
470.0,-0.21000000000000085,25,1659.0
475.0,-0.39000000000000057,20,1698.0
480.0,-0.21999999999999886,17,1720.0
485.0,-1.3599999999999994,32,1856.0
490.0,-1.8399999999999999,40,2040.0
495.0,-1.2000000000000028,44,2160.0
500.0,-0.8200000000000003,43,2242.0
505.0,0.020000000000003126,38,2240.0
510.0,2.1199999999999974,29,2028.0
515.0,-0.34999999999999787,24,2063.0
520.0,-1.1999999999999993,25,2183.0
525.0,-1.1000000000000014,23,2293.0
530.0,-1.3300000000000018,31,2426.0
535.0,-1.7799999999999976,38,2604.0
540.0,0.23000000000000043,42,2581.0
545.0,2.509999999999998,35,2330.0
550.0,-1.6099999999999994,31,2491.0
555.0,-1.5700000000000003,32,2648.0
560.0,0.7899999999999991,29,2569.0
565.0,3.09,27,2260.0
570.0,0.07000000000000028,22,2253.0
575.0,-1.0399999999999991,28,2357.0
580.0,-1.5500000000000007,34,2512.0
585.0,0.3000000000000007,34,2482.0
590.0,1.9400000000000013,32,2288.0
595.0,1.5299999999999976,40,2135.0
600.0,0.9700000000000024,39,2038.0
605.0,3.8999999999999986,35,1648.0
610.0,-0.1999999999999993,26,1668.0
615.0,-0.990000000000002,25,1767.0
620.0,-0.7699999999999996,28,1844.0
625.0,-1.5599999999999987,35,2000.0
630.0,0.3999999999999986,40,1960.0
635.0,1.8200000000000003,40,1778.0
640.0,1.7800000000000011,35,1600.0
645.0,1.1799999999999997,22,1482.0
650.0,2.0,14,1282.0
655.0,-0.7999999999999989,21,1362.0
660.0,-1.33,32,1495.0
665.0,-2.039999999999999,47,1699.0
670.0,-1.1700000000000017,50,1816.0
675.0,-0.28000000000000114,47,1844.0
680.0,-1.259999999999998,43,1970.0
685.0,-0.8900000000000006,47,2059.0
690.0,-2.1700000000000017,51,2276.0
695.0,-2.5599999999999987,52,2532.0
700.0,-2.6499999999999986,53,2797.0
705.0,-0.3100000000000023,47,2828.0
710.0,2.0100000000000016,39,2627.0
715.0,3.6099999999999994,31,2266.0
720.0,0.4800000000000004,17,2218.0
725.0,2.009999999999998,9,2017.0
730.0,1.9300000000000033,9,1824.0
735.0,3.019999999999998,13,1522.0
740.0,0.5400000000000009,17,1468.0
745.0,-1.0999999999999996,27,1578.0
750.0,-0.02000000000000135,26,1580.0
755.0,1.1300000000000008,23,1467.0
760.0,0.7400000000000002,28,1393.0
765.0,-1.6400000000000006,36,1557.0
770.0,-2.169999999999998,47,1774.0
775.0,-1.5899999999999999,47,1933.0
780.0,-2.370000000000001,49,2170.0
785.0,-2.4499999999999993,49,2415.0
790.0,-0.05000000000000071,43,2420.0
795.0,2.4899999999999984,35,2171.0
800.0,-0.35999999999999943,29,2207.0
805.0,-1.3500000000000014,26,2342.0
810.0,-1.3199999999999967,28,2474.0
815.0,-1.6000000000000014,34,2634.0
820.0,-1.9899999999999984,42,2833.0
825.0,0.16999999999999815,44,2816.0
830.0,2.580000000000002,40,2558.0
835.0,4.539999999999999,32,2104.0
840.0,0.4299999999999997,21,2061.0
845.0,3.0199999999999996,14,1759.0
850.0,0.6900000000000013,14,1690.0
855.0,1.9999999999999982,16,1490.0
860.0,2.960000000000001,19,1194.0
865.0,0.6899999999999995,17,1125.0
870.0,2.3900000000000006,11,886.0
875.0,0.7400000000000002,13,812.0
880.0,1.759999999999999,21,636.0
885.0,0.41000000000000014,19,595.0
890.0,-0.14999999999999947,25,610.0
895.0,-1.2700000000000005,31,737.0
900.0,-1.29,35,866.0
905.0,-2.0299999999999994,44,1069.0
910.0,-1.3399999999999999,46,1203.0
915.0,-0.5099999999999998,43,1254.0
920.0,-0.40000000000000036,36,1294.0
925.0,-0.5300000000000011,29,1347.0
930.0,0.9199999999999999,20,1255.0
935.0,2.210000000000001,17,1034.0
940.0,-0.27999999999999936,21,1062.0
945.0,-1.290000000000001,31,1191.0
950.0,-1.129999999999999,40,1304.0
955.0,-0.7700000000000014,44,1381.0
960.0,-0.17999999999999972,43,1399.0
965.0,-0.6899999999999995,34,1468.0
970.0,0.9000000000000004,25,1378.0
975.0,1.9900000000000002,21,1179.0
980.0,1.0799999999999983,19,1071.0
985.0,0.75,28,996.0
990.0,-1.1199999999999992,41,1108.0
995.0,-1.2400000000000002,44,1232.0
1000.0,-0.879999999999999,43,1320.0
