step_time,reward,total_stopped,total_wait_time
5e+00,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.07,5,7.0
20.0,-0.33999999999999997,8,41.0
25.0,-0.18,7,59.0
30.0,-0.4800000000000001,10,107.0
35.0,-0.08999999999999986,7,116.0
40.0,0.2899999999999999,4,87.0
45.0,-0.2799999999999999,8,115.0
50.0,-0.55,15,170.0
55.0,-0.30999999999999983,12,201.0
60.0,0.04999999999999982,6,196.0
65.0,0.5999999999999999,8,136.0
70.0,-0.5999999999999999,14,196.0
75.0,-0.4900000000000002,16,245.0
80.0,-0.07999999999999963,8,253.0
85.0,0.46999999999999975,8,206.0
90.0,0.5800000000000001,16,148.0
95.0,-0.8599999999999999,24,234.0
100.0,-1.3400000000000003,28,368.0
105.0,-1.5299999999999998,32,521.0
110.0,-0.9100000000000001,27,612.0
115.0,-0.8600000000000003,30,698.0
120.0,-0.4899999999999993,24,747.0
125.0,1.0599999999999996,26,641.0
130.0,-1.0199999999999996,18,743.0
135.0,-0.9299999999999997,18,836.0
140.0,0.0,18,836.0
145.0,0.2599999999999998,24,810.0
150.0,-0.39000000000000057,28,849.0
155.0,1.5,26,699.0
160.0,0.5600000000000005,23,643.0
165.0,0.29000000000000004,20,614.0
170.0,0.6399999999999997,18,550.0
175.0,0.34999999999999964,13,515.0
180.0,0.7400000000000002,15,441.0
185.0,-0.41000000000000014,19,482.0
190.0,-0.17999999999999972,16,500.0
195.0,0.5499999999999998,17,445.0
200.0,0.56,19,389.0
205.0,-0.3299999999999996,24,422.0
210.0,-0.35000000000000053,26,457.0
215.0,-0.39999999999999947,25,497.0
220.0,-0.010000000000000675,22,498.0
225.0,0.3000000000000007,17,468.0
230.0,-0.33999999999999986,10,502.0
235.0,-0.6100000000000003,18,563.0
240.0,0.45999999999999996,21,517.0
245.0,-1.0899999999999999,29,626.0
250.0,-0.8799999999999999,31,714.0
255.0,-0.11000000000000032,25,725.0
260.0,-0.5300000000000002,18,778.0
265.0,-0.7700000000000005,19,855.0
270.0,0.3000000000000007,20,825.0
275.0,1.1100000000000003,21,714.0
280.0,0.1299999999999999,24,701.0
285.0,0.8599999999999994,24,615.0
290.0,0.3100000000000005,20,584.0
295.0,-0.5700000000000003,16,641.0
300.0,-0.7199999999999998,15,713.0
305.0,-0.13999999999999968,23,727.0
310.0,-0.27000000000000046,25,754.0
315.0,-0.5300000000000002,32,807.0
320.0,0.25,27,782.0
325.0,-0.3699999999999992,22,819.0
330.0,0.22999999999999954,17,796.0
335.0,-0.6100000000000003,20,857.0
340.0,-1.42,35,999.0
345.0,-1.1400000000000006,35,1113.0
350.0,-1.3899999999999988,41,1252.0
355.0,-0.6900000000000013,39,1321.0
360.0,0.9200000000000017,29,1229.0
365.0,1.8499999999999996,23,1044.0
370.0,1.5199999999999996,15,892.0
375.0,0.6500000000000004,11,827.0
380.0,0.6699999999999999,12,760.0
385.0,0.0699999999999994,13,753.0
390.0,-0.7399999999999993,24,827.0
395.0,0.009999999999999787,23,826.0
400.0,1.0,20,726.0
405.0,1.75,20,551.0
410.0,-0.8600000000000003,16,637.0
415.0,-0.7999999999999998,17,717.0
420.0,-1.1099999999999994,26,828.0
425.0,-0.2400000000000002,27,852.0
430.0,1.0299999999999994,24,749.0
435.0,-0.04999999999999982,20,754.0
440.0,0.8099999999999996,15,673.0
445.0,0.15000000000000036,12,658.0
450.0,0.08999999999999986,21,649.0
455.0,-0.2599999999999998,17,675.0
460.0,-0.09999999999999964,20,685.0
465.0,-0.9500000000000002,25,780.0
470.0,-0.54,28,834.0
475.0,0.1899999999999995,24,815.0
480.0,0.40000000000000036,23,775.0
485.0,0.040000000000000036,21,771.0
490.0,0.2599999999999998,15,745.0
495.0,0.25,13,720.0
500.0,0.75,17,645.0
505.0,-0.41999999999999993,19,687.0
510.0,-0.6899999999999995,25,756.0
515.0,-0.6500000000000012,26,821.0
520.0,-0.129999999999999,31,834.0
525.0,0.02999999999999936,27,831.0
530.0,0.08000000000000007,20,823.0
535.0,2.49,10,574.0
540.0,1.4100000000000001,16,433.0
545.0,-0.5599999999999996,19,489.0
550.0,-0.05000000000000071,14,494.0
555.0,-0.6499999999999995,19,559.0
560.0,-1.0899999999999999,24,668.0
565.0,-0.8200000000000003,27,750.0
570.0,-0.17999999999999972,25,768.0
575.0,0.2999999999999998,18,738.0
580.0,0.9199999999999999,17,646.0
585.0,-0.09999999999999964,16,656.0
590.0,-0.1800000000000006,25,674.0
595.0,-0.4900000000000002,20,723.0
600.0,-0.33999999999999986,22,757.0
605.0,-0.9000000000000004,29,847.0
610.0,-1.6799999999999997,37,1015.0
615.0,-1.299999999999999,38,1145.0
620.0,-0.7400000000000002,35,1219.0
625.0,0.5899999999999999,32,1160.0
630.0,2.1999999999999993,21,940.0
635.0,1.9400000000000004,21,746.0
640.0,-1.38,32,884.0
645.0,-1.8900000000000006,40,1073.0
650.0,-1.2799999999999994,45,1201.0
655.0,-0.27999999999999936,37,1229.0
660.0,-0.030000000000001137,27,1232.0
665.0,0.5300000000000011,25,1179.0
670.0,0.03999999999999915,24,1175.0
675.0,-0.23000000000000043,24,1198.0
680.0,0.7300000000000004,23,1125.0
685.0,1.4700000000000006,24,978.0
690.0,0.8699999999999992,20,891.0
695.0,0.8300000000000001,10,808.0
700.0,1.54,15,654.0
705.0,0.04999999999999982,18,649.0
710.0,-0.35999999999999943,25,685.0
715.0,-0.1800000000000006,27,703.0
720.0,0.7800000000000002,25,625.0
725.0,1.0300000000000002,23,522.0
730.0,0.16000000000000014,13,506.0
735.0,0.23999999999999932,11,482.0
740.0,-0.08000000000000007,16,490.0
745.0,-0.35999999999999943,16,526.0
750.0,-0.08999999999999986,14,535.0
755.0,0.1299999999999999,7,522.0
760.0,0.3099999999999996,12,491.0
765.0,-0.8799999999999999,21,579.0
770.0,-1.2699999999999996,29,706.0
775.0,-0.8300000000000001,31,789.0
780.0,0.3799999999999999,29,751.0
785.0,-0.8599999999999994,20,837.0
790.0,-0.4900000000000002,15,886.0
795.0,1.959999999999999,14,690.0
800.0,0.20000000000000018,24,670.0
805.0,-0.3199999999999994,25,702.0
810.0,0.39999999999999947,28,662.0
815.0,0.41999999999999993,25,620.0
820.0,0.2599999999999998,18,594.0
825.0,0.2600000000000007,10,568.0
830.0,-0.20000000000000018,17,588.0
835.0,-0.25,17,613.0
840.0,0.71,15,542.0
845.0,0.54,17,488.0
850.0,0.3099999999999996,14,457.0
855.0,0.8800000000000003,14,369.0
860.0,0.44999999999999973,19,324.0
865.0,-1.29,31,453.0
870.0,-1.0499999999999998,32,558.0
875.0,-0.040000000000000036,30,562.0
880.0,-0.5999999999999996,31,622.0
885.0,-0.5200000000000005,24,674.0
890.0,-0.3700000000000001,21,711.0
895.0,-0.39999999999999947,21,751.0
900.0,0.33000000000000007,17,718.0
905.0,1.0699999999999994,15,611.0
910.0,0.8100000000000005,16,530.0
915.0,0.8599999999999994,26,444.0
920.0,-0.23999999999999932,28,468.0
925.0,-0.40000000000000036,30,508.0
930.0,-0.09999999999999964,26,518.0
935.0,-1.3000000000000007,24,648.0
940.0,-0.5899999999999999,21,707.0
945.0,0.020000000000000462,17,705.0
950.0,0.20999999999999996,17,684.0
955.0,0.8200000000000003,18,602.0
960.0,-0.3100000000000005,23,633.0
965.0,-0.33999999999999986,31,667.0
970.0,-0.8300000000000001,32,750.0
975.0,-0.28000000000000025,31,778.0
980.0,0.1900000000000004,27,759.0
985.0,-0.17999999999999972,21,777.0
990.0,0.6299999999999999,13,714.0
995.0,1.1799999999999997,13,596.0
1000.0,0.11000000000000032,17,585.0
1005.0,0.27999999999999936,18,557.0
1010.0,0.11000000000000032,18,546.0
1015.0,0.5800000000000001,17,488.0
1020.0,-0.9900000000000002,24,587.0
1025.0,-0.9199999999999999,27,679.0
