step_time,reward,total_stopped,total_wait_time,episode,terminal_observation
255.0,-0.46999999999999975,18,340.0,,
260.0,-0.07000000000000028,15,347.0,,
265.0,0.3200000000000003,10,315.0,,
270.0,0.8700000000000001,13,228.0,,
275.0,-0.14000000000000012,14,242.0,,
280.0,-0.08000000000000007,13,250.0,,
285.0,0.10000000000000009,11,240.0,,
290.0,0.1200000000000001,7,228.0,,
295.0,0.08999999999999986,12,219.0,,
300.0,-0.16000000000000014,10,235.0,,
305.0,-0.17999999999999972,18,253.0,,
310.0,0.18999999999999995,11,234.0,,
315.0,0.2999999999999998,17,204.0,,
320.0,-0.5499999999999998,19,259.0,,
325.0,-0.0900000000000003,14,268.0,,
330.0,-0.16999999999999993,12,285.0,,
335.0,0.1200000000000001,9,273.0,,
340.0,-0.8199999999999998,20,355.0,,
345.0,-0.7999999999999998,22,435.0,,
350.0,-0.5800000000000001,21,493.0,,
355.0,0.41999999999999993,12,451.0,,
360.0,1.4,12,311.0,,
365.0,-0.3900000000000001,13,350.0,,
370.0,-0.33000000000000007,14,383.0,,
375.0,0.56,15,327.0,,
380.0,0.6400000000000001,19,263.0,,
385.0,-0.6200000000000001,20,325.0,,
390.0,-0.48,18,373.0,,
395.0,0.3599999999999999,10,337.0,,
400.0,0.71,12,266.0,,
405.0,-0.3799999999999999,15,304.0,,
410.0,-0.16000000000000014,16,320.0,,
415.0,-0.34999999999999964,16,355.0,,
420.0,0.029999999999999805,13,352.0,,
425.0,0.08999999999999986,17,343.0,,
430.0,0.16000000000000014,23,327.0,,
435.0,-1.35,30,462.0,,
440.0,-0.9399999999999995,25,556.0,,
445.0,-0.25,21,581.0,,
450.0,0.46999999999999975,16,534.0,,
455.0,0.7999999999999998,16,454.0,,
460.0,-0.41999999999999993,22,496.0,,
465.0,0.20999999999999996,18,475.0,,
470.0,0.04999999999999982,17,470.0,,
475.0,0.33999999999999986,11,436.0,,
480.0,1.0700000000000003,11,329.0,,
485.0,-0.29000000000000004,19,358.0,,
490.0,-0.16999999999999993,19,375.0,,
495.0,-0.5499999999999998,17,430.0,,
500.0,-0.03000000000000025,14,433.0,,
505.0,0.21999999999999975,16,411.0,,
510.0,0.1900000000000004,25,392.0,,
515.0,-1.4000000000000004,30,532.0,,
520.0,-1.2399999999999993,33,656.0,,
525.0,-0.5700000000000003,26,713.0,,
530.0,0.8200000000000003,15,631.0,,
535.0,1.13,18,518.0,,
540.0,-0.16999999999999993,21,535.0,,
545.0,-0.11000000000000032,19,546.0,,
550.0,0.1900000000000004,13,527.0,,
555.0,0.9499999999999993,14,432.0,,
560.0,0.020000000000000462,20,430.0,,
565.0,0.1899999999999995,19,411.0,,
570.0,-0.1999999999999993,18,431.0,,
575.0,0.07999999999999918,12,423.0,,
580.0,0.1900000000000004,14,404.0,,
585.0,-0.15000000000000036,21,419.0,,
590.0,-1.3299999999999992,31,552.0,,
595.0,-1.2200000000000006,34,674.0,,
600.0,-0.09999999999999964,26,684.0,,
605.0,0.54,16,630.0,,
610.0,1.2599999999999998,14,504.0,,
615.0,-0.15000000000000036,17,519.0,,
620.0,0.14000000000000057,16,505.0,,
625.0,0.3099999999999996,15,474.0,,
630.0,0.1800000000000006,14,456.0,,
635.0,1.0199999999999996,14,354.0,,
640.0,-0.33000000000000007,16,387.0,,
645.0,-0.020000000000000018,16,389.0,,
650.0,-0.10999999999999988,14,400.0,,
655.0,0.43000000000000016,11,357.0,,
660.0,0.98,18,259.0,,
665.0,-0.81,21,340.0,,
670.0,-0.6800000000000002,19,408.0,,
675.0,0.27,14,381.0,,
680.0,0.9300000000000002,12,288.0,,
685.0,-0.08000000000000007,19,296.0,,
690.0,-1.2800000000000002,29,424.0,,
695.0,-1.0299999999999994,29,527.0,,
700.0,-0.4200000000000008,26,569.0,,
705.0,0.0,21,569.0,,
710.0,0.23000000000000043,15,546.0,,
715.0,0.5199999999999996,14,494.0,,
720.0,-0.17999999999999972,16,512.0,,
725.0,0.2599999999999998,15,486.0,,
730.0,0.5600000000000005,11,430.0,,
735.0,0.8499999999999996,17,345.0,,
740.0,-0.16999999999999993,20,362.0,,
745.0,-0.17999999999999972,21,380.0,,
750.0,-0.23000000000000043,17,403.0,,
755.0,0.20000000000000018,12,383.0,,
760.0,0.9300000000000002,13,290.0,,
765.0,-0.14000000000000012,16,304.0,,
770.0,-0.14000000000000012,16,318.0,,
775.0,0.020000000000000018,12,316.0,,
780.0,0.20000000000000018,14,296.0,,
785.0,-0.5499999999999998,17,351.0,,
790.0,-0.29000000000000004,13,380.0,,
795.0,0.5,15,330.0,,
800.0,-0.8500000000000005,19,415.0,,
805.0,-0.71,22,486.0,,
810.0,-0.6799999999999997,25,554.0,,
815.0,0.21999999999999975,18,532.0,,
820.0,1.1500000000000004,15,417.0,,
825.0,-0.27000000000000046,19,444.0,,
830.0,-0.2599999999999998,19,470.0,,
835.0,-0.35999999999999943,16,506.0,,
840.0,0.2599999999999998,14,480.0,,
845.0,0.1200000000000001,19,468.0,,
850.0,-0.79,23,547.0,,
855.0,-0.5899999999999999,21,606.0,,
860.0,0.5599999999999996,13,550.0,,
865.0,1.2800000000000002,13,422.0,,
870.0,-0.29000000000000004,15,451.0,,
875.0,-0.29000000000000004,16,480.0,,
880.0,-0.35000000000000053,19,515.0,,
885.0,0.5900000000000007,18,456.0,,
890.0,-1.0200000000000005,25,558.0,,
895.0,-1.0199999999999996,26,660.0,,
900.0,-0.7600000000000007,22,736.0,,
905.0,0.41999999999999993,16,694.0,,
910.0,1.2300000000000004,14,571.0,,
915.0,-0.5499999999999998,21,626.0,,
920.0,-0.6100000000000003,22,687.0,,
925.0,0.2400000000000002,18,663.0,,
930.0,0.8200000000000003,20,581.0,,
935.0,-0.2600000000000007,22,607.0,,
940.0,-0.5299999999999994,22,660.0,,
945.0,0.5899999999999999,13,601.0,,
950.0,1.5499999999999998,16,446.0,,
955.0,-0.5899999999999999,20,505.0,,
960.0,-0.40000000000000036,21,545.0,,
965.0,-0.35999999999999943,20,581.0,,
970.0,0.07999999999999918,15,573.0,,
975.0,0.5600000000000005,17,517.0,,
980.0,0.6100000000000003,17,456.0,,
985.0,0.6199999999999997,25,394.0,,
990.0,-0.8699999999999997,28,481.0,,
995.0,-0.3700000000000001,22,518.0,,
1000.0,-0.22000000000000064,19,540.0,,
1005.0,0.0,16,540.0,,
1010.0,0.14000000000000057,14,526.0,,
1015.0,1.08,12,418.0,,
1020.0,0.6199999999999997,16,356.0,,
1025.0,-1.1999999999999997,29,476.0,,
1030.0,-0.8700000000000001,27,563.0,,
1035.0,-0.21999999999999975,22,585.0,,
1040.0,0.17999999999999972,17,567.0,,
1045.0,0.3099999999999996,13,536.0,,
1050.0,0.7200000000000006,18,464.0,,
1055.0,-0.5900000000000007,20,523.0,,
1060.0,-0.33999999999999986,19,557.0,,
1065.0,0.16999999999999993,17,540.0,,
1070.0,1.0100000000000007,16,439.0,,
1075.0,-0.3799999999999999,16,477.0,,
1080.0,-0.11000000000000032,16,488.0,,
1085.0,-0.16999999999999993,16,505.0,,
1090.0,0.5,12,455.0,,
1095.0,0.3799999999999999,19,417.0,,
1100.0,-0.7700000000000005,22,494.0,,
1105.0,-0.5499999999999998,21,549.0,,
1110.0,0.3799999999999999,15,511.0,,
1115.0,1.6600000000000001,16,345.0,,
1120.0,-0.44999999999999973,17,390.0,,
1125.0,-0.2200000000000002,14,412.0,,
1130.0,-0.16999999999999993,14,429.0,,
1135.0,-0.13999999999999968,14,443.0,,
1140.0,-0.08999999999999986,20,452.0,,
1145.0,-0.7400000000000002,21,526.0,,
1150.0,-0.41999999999999993,15,568.0,,
1155.0,0.5,11,518.0,,
1160.0,1.0899999999999999,12,409.0,,
1165.0,-0.33000000000000007,14,442.0,,
1170.0,-0.2400000000000002,16,466.0,,
1175.0,-0.22999999999999954,16,489.0,,
1180.0,-0.6500000000000004,18,554.0,,
1185.0,-0.8200000000000003,18,636.0,,
1190.0,-0.47999999999999954,17,684.0,,
1195.0,-0.5099999999999998,18,735.0,,
1200.0,0.2999999999999998,18,705.0,,
1205.0,0.9799999999999995,14,607.0,,
1210.0,2.12,15,395.0,,
1215.0,-0.009999999999999787,18,396.0,,
1220.0,-0.4900000000000002,19,445.0,,
1225.0,0.23000000000000043,14,422.0,,
1230.0,-0.1900000000000004,13,441.0,,
1235.0,-0.33000000000000007,19,474.0,,
1240.0,-0.6699999999999999,24,541.0,,
1245.0,-0.33000000000000007,18,574.0,,
1250.0,0.4900000000000002,14,525.0,,
1255.0,1.0700000000000003,16,418.0,,
1260.0,0.24999999999999956,13,393.0,,
1265.0,-0.1599999999999997,13,409.0,,
1270.0,-0.23000000000000043,13,432.0,,
1275.0,-0.0699999999999994,16,439.0,,
1280.0,-0.5100000000000007,19,490.0,,
1285.0,-0.8300000000000001,21,573.0,,
1290.0,-0.4399999999999995,17,617.0,,
1295.0,0.5800000000000001,12,559.0,,
1300.0,1.3999999999999995,11,419.0,,
1305.0,1.0400000000000005,14,315.0,,
1310.0,0.6299999999999999,17,252.0,,
1315.0,-1.1400000000000001,25,366.0,,
1320.0,-0.7299999999999995,24,439.0,,
1325.0,-0.0600000000000005,18,445.0,,
1330.0,0.2599999999999998,13,419.0,,
1335.0,0.39000000000000057,11,380.0,,
1340.0,0.5099999999999998,12,329.0,,
1345.0,0.08000000000000007,12,321.0,,
1350.0,0.29000000000000004,14,292.0,,
1355.0,0.33999999999999986,7,258.0,,
1360.0,0.4900000000000002,13,209.0,,
1365.0,-0.31000000000000005,14,240.0,,
1370.0,0.020000000000000018,10,238.0,,
1375.0,0.2999999999999998,6,208.0,,
1380.0,0.6700000000000002,8,141.0,,
1385.0,-0.3600000000000001,17,177.0,,
1390.0,-0.3500000000000001,14,212.0,,
1395.0,-0.2799999999999998,13,240.0,,
1400.0,-0.5,13,290.0,,
1405.0,-0.6000000000000001,15,350.0,,
1410.0,0.1200000000000001,11,338.0,,
1415.0,0.10999999999999988,16,327.0,,
1420.0,-0.6699999999999999,16,394.0,,
1425.0,-0.5699999999999998,16,451.0,,
1430.0,0.2999999999999998,12,421.0,,
1435.0,1.0299999999999998,9,318.0,,
1440.0,0.54,12,264.0,,
1445.0,-0.8399999999999999,19,348.0,,
1450.0,-0.3700000000000001,17,385.0,,
1455.0,-0.43000000000000016,22,428.0,,
1460.0,-0.6399999999999997,19,492.0,,
1465.0,0.33000000000000007,14,459.0,,
1470.0,0.5999999999999996,9,399.0,,
1475.0,1.0,9,299.0,,
1480.0,0.3700000000000001,12,262.0,,
1485.0,-0.8500000000000001,21,347.0,,
1490.0,-0.41999999999999993,20,389.0,,
1495.0,0.3500000000000001,17,354.0,,
1500.0,0.1299999999999999,13,341.0,,
1505.0,-0.009999999999999787,13,342.0,,
1510.0,0.19999999999999973,10,322.0,,
1515.0,0.5800000000000001,10,264.0,,
1520.0,0.0900000000000003,11,255.0,,
1525.0,0.009999999999999787,7,254.0,,
1530.0,0.1200000000000001,14,242.0,,
1535.0,0.06000000000000005,16,236.0,,
1540.0,-0.6200000000000001,19,298.0,,
1545.0,-0.20999999999999996,12,319.0,,
1550.0,-0.18999999999999995,13,338.0,,
1555.0,0.3500000000000001,9,303.0,,
1560.0,0.75,9,228.0,,
1565.0,0.020000000000000018,17,226.0,,
1570.0,-1.08,24,334.0,,
1575.0,-0.7400000000000002,22,408.0,,
1580.0,-0.1899999999999995,15,427.0,,
1585.0,0.2699999999999996,11,400.0,,
1590.0,0.31999999999999984,14,368.0,,
1595.0,0.0,13,368.0,,
1600.0,-0.08999999999999986,19,377.0,,
1605.0,0.41999999999999993,12,335.0,,
1610.0,0.6800000000000002,17,267.0,,
1615.0,-0.3799999999999999,18,305.0,,
1620.0,0.040000000000000036,15,301.0,,
1625.0,-0.33000000000000007,12,334.0,,
1630.0,0.36999999999999966,8,297.0,,
1635.0,0.6600000000000001,12,231.0,,
1640.0,0.29000000000000004,18,202.0,,
1645.0,-1.08,24,310.0,,
1650.0,-0.7799999999999998,23,388.0,,
1655.0,-0.040000000000000036,14,392.0,,
1660.0,0.33999999999999986,11,358.0,,
1665.0,0.33000000000000007,8,325.0,,
1670.0,0.22999999999999998,17,302.0,,
1675.0,-0.56,18,358.0,,
1680.0,-0.21999999999999975,16,380.0,,
1685.0,0.6399999999999997,9,316.0,,
1690.0,0.9199999999999999,10,224.0,,
1695.0,0.2500000000000002,13,199.0,,
1700.0,-1.03,24,302.0,,
1705.0,-0.7200000000000002,21,374.0,,
1710.0,-0.2599999999999998,20,400.0,,
1715.0,0.18999999999999995,13,381.0,,
1720.0,0.16000000000000014,11,365.0,,
1725.0,0.54,13,311.0,,
1730.0,-0.3400000000000003,16,345.0,,
1735.0,0.0,13,345.0,,
1740.0,0.45999999999999996,10,299.0,,
1745.0,0.27,17,272.0,,
1750.0,-0.44999999999999973,20,317.0,,
1755.0,-0.18000000000000016,17,335.0,,
1760.0,-0.06999999999999984,12,342.0,,
1765.0,-0.18999999999999995,14,361.0,,
1770.0,-0.8500000000000001,20,446.0,,
1775.0,-0.8099999999999996,22,527.0,,
1780.0,-0.5500000000000007,19,582.0,,
1785.0,0.5300000000000002,14,529.0,,
1790.0,1.3599999999999999,15,393.0,,
1795.0,0.050000000000000266,16,388.0,,
1800.0,-0.16999999999999993,15,405.0,,
1805.0,0.34999999999999964,9,370.0,,
1810.0,0.52,11,318.0,,
1815.0,0.40000000000000036,19,278.0,,
1820.0,-0.11000000000000032,25,289.0,,
1825.0,-0.7999999999999998,25,369.0,,
1830.0,-0.14000000000000012,20,383.0,,
1835.0,0.1299999999999999,13,370.0,,
1840.0,0.040000000000000036,12,366.0,,
1845.0,-0.75,17,441.0,,
1850.0,-0.54,20,495.0,,
1855.0,-0.3199999999999994,21,527.0,,
1860.0,0.3199999999999994,16,495.0,,
1865.0,1.1800000000000002,14,377.0,,
1870.0,0.08999999999999986,15,368.0,,
1875.0,-0.04999999999999982,16,373.0,,
1880.0,0.3799999999999999,10,335.0,,
1885.0,0.7600000000000002,15,259.0,,
1890.0,-0.6100000000000003,20,320.0,,
1895.0,-0.5099999999999998,20,371.0,,
1900.0,-0.4400000000000004,16,415.0,,
1905.0,0.3400000000000003,12,381.0,,
1910.0,0.9100000000000001,13,290.0,,
1915.0,-0.5500000000000003,18,345.0,,
1920.0,-0.4099999999999997,17,386.0,,
1925.0,-0.27,17,413.0,,
1930.0,0.0,14,413.0,,
1935.0,0.44999999999999973,16,368.0,,
1940.0,0.010000000000000231,22,367.0,,
1945.0,-1.33,29,500.0,,
1950.0,-1.04,27,604.0,,
1955.0,-0.2400000000000002,18,628.0,,
1960.0,0.54,17,574.0,,
1965.0,0.96,18,478.0,,
1970.0,-0.09999999999999964,22,488.0,,
1975.0,-0.17999999999999972,21,506.0,,
1980.0,0.07999999999999918,14,498.0,,
1985.0,0.7700000000000005,14,421.0,,
1990.0,-0.04999999999999982,18,426.0,,
1995.0,-0.07000000000000028,21,433.0,,
2000.0,-0.17999999999999972,19,451.0,,
2005.0,-0.009999999999999787,14,452.0,,
2010.0,0.14999999999999947,18,437.0,,
2015.0,-0.5,20,487.0,,
2020.0,-0.3899999999999997,18,526.0,,
2025.0,0.4399999999999995,10,482.0,,
2030.0,1.0000000000000004,12,382.0,,
2035.0,0.9499999999999997,19,287.0,,
2040.0,-1.2999999999999998,30,417.0,,
2045.0,-1.0,30,517.0,,
2050.0,-0.33000000000000007,24,550.0,,
2055.0,0.1900000000000004,20,531.0,,
2060.0,0.1899999999999995,9,512.0,,
2065.0,0.6600000000000001,11,446.0,,
2070.0,-0.11000000000000032,17,457.0,,
2075.0,-0.009999999999999787,17,458.0,,
2080.0,0.33000000000000007,12,425.0,,
2085.0,0.54,15,371.0,,
2090.0,-0.20000000000000018,18,391.0,,
2095.0,0.0900000000000003,13,382.0,,
2100.0,0.48,10,334.0,,
2105.0,0.5899999999999999,13,275.0,,
2110.0,-0.33999999999999986,16,309.0,,
2115.0,-0.08000000000000007,17,317.0,,
2120.0,-0.1200000000000001,14,329.0,,
2125.0,-0.33000000000000007,15,362.0,,
2130.0,-0.9299999999999997,21,455.0,,
2135.0,-0.8399999999999999,21,539.0,,
2140.0,-0.5700000000000003,21,596.0,,
2145.0,0.13999999999999968,17,582.0,,
2150.0,0.75,17,507.0,,
2155.0,0.6500000000000004,18,442.0,,
2160.0,0.6099999999999999,25,381.0,,
2165.0,-0.7600000000000002,28,457.0,,
2170.0,-0.1299999999999999,23,470.0,,
2175.0,-0.20000000000000018,23,490.0,,
2180.0,-0.29000000000000004,20,519.0,,
2185.0,0.2600000000000007,14,493.0,,
2190.0,0.6299999999999999,13,430.0,,
2195.0,-0.41999999999999993,17,472.0,,
2200.0,-0.14000000000000057,17,486.0,,
2205.0,0.3100000000000005,14,455.0,,
2210.0,0.29000000000000004,22,426.0,,
2215.0,-0.7400000000000002,24,500.0,,
2220.0,-0.15000000000000036,23,515.0,,
2225.0,0.1200000000000001,16,503.0,,
2230.0,0.8799999999999999,12,415.0,,
2235.0,-0.33000000000000007,15,448.0,,
2240.0,-0.05999999999999961,17,454.0,,
2245.0,-0.4500000000000002,20,499.0,,
2250.0,0.71,19,428.0,,
2255.0,-0.9899999999999993,24,527.0,,
2260.0,-1.0200000000000005,25,629.0,,
2265.0,-0.7599999999999998,23,705.0,,
2270.0,0.1299999999999999,19,692.0,,
2275.0,1.0199999999999996,17,590.0,,
2280.0,0.6100000000000003,23,529.0,,
2285.0,0.6100000000000003,32,468.0,,
2290.0,-0.9500000000000002,29,563.0,,
2295.0,-0.4800000000000004,27,611.0,,
2300.0,0.1200000000000001,20,599.0,,
2305.0,0.28000000000000025,12,571.0,,
2310.0,1.3200000000000003,11,439.0,,
2315.0,0.17999999999999972,13,421.0,,
2320.0,0.1200000000000001,19,409.0,,
2325.0,0.31000000000000005,18,378.0,,
2330.0,0.0,13,378.0,,
2335.0,0.0,18,378.0,,
2340.0,-0.5000000000000004,19,428.0,,
2345.0,-0.17999999999999972,17,446.0,,
2350.0,0.6200000000000001,8,384.0,,
2355.0,1.1099999999999999,9,273.0,,
2360.0,0.33999999999999986,21,239.0,,
2365.0,-1.31,31,370.0,,
2370.0,-1.12,31,482.0,,
2375.0,-0.39999999999999947,25,522.0,,
2380.0,-0.0600000000000005,19,528.0,,
2385.0,0.25,11,503.0,,
2390.0,0.8300000000000001,16,420.0,,
2395.0,-0.45999999999999996,19,466.0,,
2400.0,-0.1299999999999999,19,479.0,,
2405.0,0.2400000000000002,14,455.0,,
2410.0,0.47999999999999954,18,407.0,,
2415.0,-0.46999999999999975,21,454.0,,
2420.0,0.03000000000000025,17,451.0,,
2425.0,0.0,16,451.0,,
2430.0,0.20000000000000018,15,431.0,,
2435.0,0.6099999999999994,17,370.0,,
2440.0,-0.1299999999999999,17,383.0,,
2445.0,-0.33999999999999986,17,417.0,,
2450.0,0.3799999999999999,12,379.0,,
2455.0,0.16000000000000014,16,363.0,,
2460.0,-0.5300000000000002,17,416.0,,
2465.0,-0.22999999999999954,20,439.0,,
2470.0,0.7299999999999995,16,366.0,,
2475.0,-0.9399999999999995,23,460.0,,
2480.0,-0.8800000000000008,23,548.0,,
2485.0,-0.4899999999999993,20,597.0,,
2490.0,0.33999999999999986,17,563.0,,
2495.0,1.62,12,401.0,,
2500.0,0.05999999999999961,16,395.0,,
2505.0,-0.34999999999999964,17,430.0,,
2510.0,0.019999999999999574,15,428.0,,
2515.0,0.4900000000000002,17,379.0,,
2520.0,-0.4299999999999997,19,422.0,,
2525.0,-0.1900000000000004,17,441.0,,
2530.0,0.41999999999999993,11,399.0,,
2535.0,1.0100000000000002,10,298.0,,
2540.0,-0.14000000000000012,18,312.0,,
2545.0,-0.1499999999999999,18,327.0,,
2550.0,-0.04999999999999982,17,332.0,,
2555.0,-0.41000000000000014,14,373.0,,
2560.0,-0.9499999999999997,22,468.0,,
2565.0,-0.75,22,543.0,,
2570.0,-0.28000000000000025,22,571.0,,
2575.0,0.03000000000000025,18,568.0,,
2580.0,1.2699999999999996,16,441.0,,
2585.0,-0.46999999999999975,18,488.0,,
2590.0,-0.23000000000000043,18,511.0,,
2595.0,0.33000000000000007,16,478.0,,
2600.0,0.8600000000000003,17,392.0,,
2605.0,-0.34999999999999964,20,427.0,,
2610.0,-0.39000000000000057,22,466.0,,
2615.0,0.0,19,466.0,,
2620.0,0.6500000000000004,18,401.0,,
2625.0,-0.07000000000000028,19,408.0,,
2630.0,-0.2699999999999996,21,435.0,,
2635.0,-0.16000000000000014,18,451.0,,
2640.0,0.25,11,426.0,,
2645.0,0.16999999999999993,19,409.0,,
2650.0,-0.7199999999999998,21,481.0,,
2655.0,-0.3100000000000005,19,512.0,,
2660.0,0.2999999999999998,11,482.0,,
2665.0,0.9800000000000004,11,384.0,,
2670.0,0.81,16,303.0,,
2675.0,-1.1700000000000004,27,420.0,,
2680.0,-0.9500000000000002,32,515.0,,
2685.0,-0.39999999999999947,28,555.0,,
2690.0,-0.08000000000000007,25,563.0,,
2695.0,-0.15000000000000036,18,578.0,,
2700.0,0.27000000000000046,14,551.0,,
2705.0,0.71,13,480.0,,
2710.0,-0.35000000000000053,16,515.0,,
2715.0,-0.14999999999999947,20,530.0,,
2720.0,0.6600000000000001,15,464.0,,
2725.0,0.8699999999999997,16,377.0,,
2730.0,-0.3599999999999999,19,413.0,,
2735.0,-0.16999999999999993,17,430.0,,
2740.0,0.34999999999999964,11,395.0,,
2745.0,1.1900000000000004,11,276.0,,
2750.0,-0.17000000000000037,13,293.0,,
2755.0,-0.18999999999999995,21,312.0,,
2760.0,-0.3500000000000001,19,347.0,,
2765.0,-0.6499999999999999,19,412.0,,
2770.0,0.16999999999999993,11,395.0,,
2775.0,0.5700000000000003,14,338.0,,
2780.0,0.2799999999999998,16,310.0,,
2785.0,0.020000000000000018,25,308.0,,
2790.0,-0.8799999999999999,26,396.0,,
2795.0,-0.33000000000000007,20,429.0,,
2800.0,-0.09999999999999964,17,439.0,,
2805.0,0.5299999999999998,13,386.0,,
2810.0,-0.8599999999999999,20,472.0,,
2815.0,-0.6000000000000005,20,532.0,,
2820.0,0.010000000000000675,18,531.0,,
2825.0,0.3199999999999994,18,499.0,,
2830.0,0.8799999999999999,17,411.0,,
2835.0,-0.54,19,465.0,,
2840.0,-0.22999999999999954,19,488.0,,
2845.0,-0.020000000000000462,13,490.0,,
2850.0,0.16000000000000014,17,474.0,,
2855.0,0.39000000000000057,19,435.0,,
2860.0,0.37999999999999945,27,397.0,,
2865.0,-0.7999999999999994,28,477.0,,
2870.0,-0.10000000000000053,24,487.0,,
2875.0,-0.20000000000000018,20,507.0,,
2880.0,-0.3199999999999994,17,539.0,,
2885.0,-0.14000000000000057,16,553.0,,
2890.0,0.25,12,528.0,,
2895.0,-0.17999999999999972,22,546.0,,
2900.0,-0.8200000000000003,21,628.0,,
2905.0,-0.5,20,678.0,,
2910.0,0.4800000000000004,15,630.0,,
2915.0,1.75,14,455.0,,
2920.0,1.1199999999999997,17,343.0,,
2925.0,-0.6400000000000001,28,407.0,,
2930.0,-0.79,26,486.0,,
2935.0,-0.14999999999999947,23,501.0,,
2940.0,0.02999999999999936,16,498.0,,
2945.0,0.9400000000000004,13,404.0,,
2950.0,-0.2699999999999996,15,431.0,,
2955.0,0.07999999999999918,18,423.0,,
2960.0,0.6200000000000006,8,361.0,,
2965.0,0.94,13,267.0,,
2970.0,-0.3900000000000001,18,306.0,,
2975.0,-0.06000000000000005,15,312.0,,
2980.0,-0.48999999999999977,14,361.0,,
2985.0,-0.9099999999999997,21,452.0,,
2990.0,-0.75,23,527.0,,
2995.0,-0.40000000000000036,21,567.0,,
3000.0,0.5099999999999998,13,516.0,,
3005.0,1.29,13,387.0,,
3010.0,-0.06000000000000005,17,393.0,,
3015.0,-0.26000000000000023,18,419.0,,
3020.0,0.03000000000000025,13,416.0,,
3025.0,0.31000000000000005,13,385.0,,
3030.0,-0.31000000000000005,16,416.0,,
3035.0,-0.08000000000000007,14,424.0,,
3040.0,0.41000000000000014,16,383.0,,
3045.0,0.69,15,314.0,,
3050.0,-0.46999999999999975,19,361.0,,
3055.0,-0.22999999999999998,18,384.0,,
3060.0,-0.3100000000000005,16,415.0,,
3065.0,-0.96,21,511.0,,
3070.0,-0.6999999999999993,22,581.0,,
3075.0,-0.29000000000000004,20,610.0,,
3080.0,0.20999999999999996,19,589.0,,
3085.0,0.9199999999999999,17,497.0,,
3090.0,-0.5300000000000002,19,550.0,,
3095.0,-0.29000000000000004,19,579.0,,
3100.0,0.11000000000000032,20,568.0,,
3105.0,0.35999999999999943,20,532.0,,
3110.0,-0.3899999999999997,24,571.0,,
3115.0,-0.3600000000000003,25,607.0,,
3120.0,0.11000000000000032,21,596.0,,
3125.0,0.8899999999999997,18,507.0,,
3130.0,-0.1899999999999995,19,526.0,,
3135.0,-0.23000000000000043,20,549.0,,
3140.0,-0.009999999999999787,17,550.0,,
3145.0,-0.16999999999999993,21,567.0,,
3150.0,-0.6299999999999999,22,630.0,,
3155.0,-0.25,20,655.0,,
3160.0,0.1200000000000001,20,643.0,,
3165.0,-1.13,25,756.0,,
3170.0,-0.7800000000000002,25,834.0,,
3175.0,-0.27999999999999936,21,862.0,,
3180.0,0.5699999999999985,19,805.0,,
3185.0,1.5700000000000003,19,648.0,,
3190.0,-0.009999999999999787,16,649.0,,
3195.0,-0.0699999999999994,21,656.0,,
3200.0,-0.6700000000000008,22,723.0,,
3205.0,-1.2300000000000004,26,846.0,,
3210.0,-0.8399999999999999,24,930.0,,
3215.0,-0.41000000000000014,25,971.0,,
3220.0,0.21000000000000085,24,950.0,,
3225.0,1.9100000000000001,21,759.0,,
