step_time,reward,total_stopped,total_wait_time,terminal_observation
800.0,-0.5800000000000001,16,281.0,
805.0,-0.22999999999999998,13,304.0,
810.0,0.08000000000000007,14,296.0,
815.0,0.10000000000000009,17,286.0,
820.0,-0.26000000000000023,21,312.0,
825.0,0.1200000000000001,23,300.0,
830.0,-0.6000000000000001,21,360.0,
835.0,-0.10000000000000009,18,370.0,
840.0,0.4700000000000002,9,323.0,
845.0,-0.18999999999999995,9,342.0,
850.0,-0.28000000000000025,14,370.0,
855.0,-0.2999999999999998,15,400.0,
860.0,0.1499999999999999,13,385.0,
865.0,0.41999999999999993,12,343.0,
870.0,0.38000000000000034,7,305.0,
875.0,0.25,14,280.0,
880.0,-0.5700000000000003,19,337.0,
885.0,-0.3500000000000001,15,372.0,
890.0,0.050000000000000266,12,367.0,
895.0,0.08999999999999986,16,358.0,
900.0,-0.5899999999999999,19,417.0,
905.0,-0.29000000000000004,16,446.0,
910.0,1.56,9,290.0,
915.0,-0.08000000000000007,19,298.0,
920.0,-0.6200000000000001,20,360.0,
925.0,-0.7499999999999996,27,435.0,
930.0,-0.8200000000000003,25,517.0,
935.0,0.1899999999999995,18,498.0,
940.0,0.27000000000000046,12,471.0,
945.0,1.06,4,365.0,
950.0,1.1599999999999997,11,249.0,
955.0,-0.2999999999999998,15,279.0,
960.0,0.06999999999999984,12,272.0,
965.0,0.1200000000000001,10,260.0,
970.0,-0.5,16,310.0,
975.0,-0.44999999999999973,18,355.0,
980.0,0.19999999999999973,14,335.0,
985.0,0.29000000000000004,8,306.0,
990.0,0.6699999999999999,16,239.0,
995.0,-0.2599999999999998,16,265.0,
1000.0,-0.18000000000000016,15,283.0,
1005.0,0.07000000000000028,10,276.0,
1010.0,-0.010000000000000231,8,277.0,
1015.0,-0.31000000000000005,17,308.0,
1020.0,-0.41000000000000014,18,349.0,
1025.0,-0.5599999999999996,28,405.0,
1030.0,-0.9199999999999999,28,497.0,
1035.0,-0.1900000000000004,19,516.0,
1040.0,0.2599999999999998,16,490.0,
1045.0,0.14000000000000057,12,476.0,
1050.0,1.5,11,326.0,
1055.0,-0.15000000000000036,15,341.0,
1060.0,-0.5499999999999998,21,396.0,
1065.0,-0.6299999999999999,26,459.0,
1070.0,-0.6000000000000005,25,519.0,
1075.0,0.09000000000000075,17,510.0,
1080.0,0.46999999999999975,11,463.0,
1085.0,0.6999999999999997,9,393.0,
1090.0,1.2200000000000002,12,271.0,
1095.0,-0.10000000000000009,17,281.0,
1100.0,-0.06999999999999984,16,288.0,
1105.0,-0.050000000000000266,12,293.0,
1110.0,-0.009999999999999787,16,294.0,
1115.0,-0.3999999999999999,18,334.0,
1120.0,-0.020000000000000018,15,336.0,
1125.0,-0.050000000000000266,11,341.0,
1130.0,0.4700000000000002,10,294.0,
1135.0,0.3799999999999999,13,256.0,
1140.0,-0.5,16,306.0,
1145.0,-0.16000000000000014,15,322.0,
1150.0,0.30000000000000027,6,292.0,
1155.0,0.3500000000000001,10,257.0,
1160.0,-0.2200000000000002,14,279.0,
1165.0,0.0,11,279.0,
1170.0,-0.31999999999999984,14,311.0,
1175.0,-0.1200000000000001,10,323.0,
1180.0,-0.10999999999999988,16,334.0,
1185.0,-0.6699999999999999,17,401.0,
1190.0,-0.2599999999999998,11,427.0,
1195.0,1.4499999999999997,10,282.0,
1200.0,-0.08000000000000007,16,290.0,
1205.0,-0.1200000000000001,20,302.0,
1210.0,0.27,21,275.0,
1215.0,-0.5699999999999998,20,332.0,
1220.0,0.10999999999999988,15,321.0,
1225.0,-0.040000000000000036,8,325.0,
1230.0,-0.029999999999999805,13,328.0,
1235.0,-0.2400000000000002,15,352.0,
1240.0,0.1200000000000001,17,340.0,
1245.0,0.25,11,315.0,
1250.0,0.3700000000000001,15,278.0,
1255.0,-0.22999999999999998,16,301.0,
1260.0,0.11999999999999966,15,289.0,
1265.0,0.16000000000000014,7,273.0,
1270.0,0.3799999999999999,12,235.0,
1275.0,-0.1299999999999999,14,248.0,
1280.0,-0.06999999999999984,15,255.0,
1285.0,0.040000000000000036,11,251.0,
1290.0,-0.13000000000000034,7,264.0,
1295.0,-0.36999999999999966,14,301.0,
1300.0,-0.4500000000000002,15,346.0,
1305.0,-0.08999999999999986,10,355.0,
1310.0,0.08999999999999986,12,346.0,
1315.0,0.8500000000000001,13,261.0,
1320.0,-0.7200000000000002,19,333.0,
1325.0,-0.7199999999999998,20,405.0,
1330.0,-0.39000000000000057,15,444.0,
1335.0,0.5800000000000005,10,386.0,
1340.0,0.9499999999999997,16,291.0,
1345.0,-0.5999999999999996,19,351.0,
1350.0,-0.23000000000000043,18,374.0,
1355.0,0.2200000000000002,11,352.0,
1360.0,0.6600000000000001,14,286.0,
1365.0,-0.5500000000000003,19,341.0,
1370.0,-0.2799999999999998,15,369.0,
1375.0,0.6800000000000002,8,301.0,
1380.0,0.5199999999999996,14,249.0,
1385.0,-0.5999999999999996,19,309.0,
1390.0,-0.3200000000000003,15,341.0,
1395.0,0.3900000000000001,11,302.0,
1400.0,0.7600000000000002,13,226.0,
1405.0,-0.07000000000000028,15,233.0,
1410.0,-0.06000000000000005,13,239.0,
1415.0,-0.040000000000000036,7,243.0,
1420.0,-0.16999999999999993,14,260.0,
1425.0,-0.52,18,312.0,
1430.0,-0.19999999999999973,14,332.0,
1435.0,0.4099999999999997,12,291.0,
1440.0,-0.7599999999999998,17,367.0,
1445.0,-0.6100000000000003,19,428.0,
1450.0,-0.13999999999999968,15,442.0,
1455.0,0.7999999999999998,13,362.0,
1460.0,0.6100000000000003,18,301.0,
1465.0,-0.6500000000000004,21,366.0,
1470.0,-0.17999999999999972,19,384.0,
1475.0,0.29000000000000004,10,355.0,
1480.0,0.77,13,278.0,
1485.0,-0.1200000000000001,13,290.0,
1490.0,-0.16999999999999993,14,307.0,
1495.0,-0.45999999999999996,15,353.0,
1500.0,-0.5699999999999998,19,410.0,
1505.0,-0.5300000000000002,19,463.0,
1510.0,-0.11000000000000032,16,474.0,
1515.0,0.04999999999999982,14,469.0,
1520.0,0.5900000000000007,8,410.0,
1525.0,1.1199999999999997,13,298.0,
1530.0,-0.54,18,352.0,
1535.0,-0.29000000000000004,16,381.0,
1540.0,1.17,12,264.0,
1545.0,-0.48,17,312.0,
1550.0,-0.5800000000000001,18,370.0,
1555.0,-0.09999999999999964,13,380.0,
1560.0,0.3799999999999999,9,342.0,
1565.0,0.77,15,265.0,
1570.0,-0.3500000000000001,17,300.0,
1575.0,-0.3500000000000001,17,335.0,
1580.0,0.52,8,283.0,
1585.0,0.4700000000000002,13,236.0,
1590.0,-0.5100000000000002,14,287.0,
1595.0,-0.1599999999999997,13,303.0,
1600.0,0.27,13,276.0,
1605.0,0.46999999999999975,15,229.0,
1610.0,-0.46999999999999975,17,276.0,
1615.0,-0.3500000000000001,17,311.0,
1620.0,-0.2400000000000002,13,335.0,
1625.0,0.1200000000000001,11,323.0,
1630.0,0.040000000000000036,16,319.0,
1635.0,-0.28000000000000025,22,347.0,
1640.0,-0.3599999999999999,27,383.0,
1645.0,-0.8200000000000003,25,465.0,
1650.0,-0.16999999999999993,21,482.0,
1655.0,0.0600000000000005,17,476.0,
1660.0,0.08999999999999986,13,467.0,
1665.0,0.1200000000000001,10,455.0,
1670.0,-0.16000000000000014,18,471.0,
1675.0,-0.2999999999999998,22,501.0,
1680.0,-0.1299999999999999,23,514.0,
1685.0,-0.6100000000000003,23,575.0,
1690.0,0.040000000000000036,18,571.0,
1695.0,0.41999999999999993,14,529.0,
1700.0,0.08000000000000007,9,521.0,
1705.0,0.08999999999999986,11,512.0,
1710.0,-0.41999999999999993,19,554.0,
1715.0,0.15000000000000036,16,539.0,
1720.0,0.04999999999999982,13,534.0,
1725.0,1.8699999999999997,12,347.0,
1730.0,0.28000000000000025,19,319.0,
1735.0,-0.7600000000000002,19,395.0,
1740.0,-0.2999999999999998,16,425.0,
1745.0,0.019999999999999574,14,423.0,
1750.0,0.13000000000000078,17,410.0,
1755.0,-0.75,22,485.0,
1760.0,-0.5200000000000005,18,537.0,
1765.0,0.7700000000000005,12,460.0,
1770.0,1.2399999999999998,16,336.0,
1775.0,-0.43000000000000016,19,379.0,
1780.0,-0.41999999999999993,18,421.0,
1785.0,0.05999999999999961,13,415.0,
1790.0,0.37000000000000055,15,378.0,
1795.0,-0.5699999999999998,18,435.0,
1800.0,-0.34000000000000075,15,469.0,
1805.0,0.28000000000000025,10,441.0,
1810.0,0.40000000000000036,16,401.0,
1815.0,-0.33999999999999986,21,435.0,
1820.0,-0.4900000000000002,19,484.0,
1825.0,0.79,16,405.0,
1830.0,-0.7800000000000002,23,483.0,
1835.0,-0.21999999999999975,23,505.0,
1840.0,0.1899999999999995,24,486.0,
1845.0,-0.25,24,511.0,
1850.0,0.040000000000000036,18,507.0,
1855.0,0.020000000000000462,18,505.0,
1860.0,0.33999999999999986,10,471.0,
1865.0,0.3700000000000001,15,434.0,
1870.0,-0.29000000000000004,17,463.0,
1875.0,0.08999999999999986,14,454.0,
1880.0,0.41999999999999993,9,412.0,
1885.0,0.98,9,314.0,
1890.0,0.11000000000000032,19,303.0,
1895.0,0.04999999999999982,18,298.0,
1900.0,-0.16999999999999993,17,315.0,
1905.0,-0.050000000000000266,12,320.0,
1910.0,0.13000000000000034,14,307.0,
1915.0,-0.43999999999999995,16,351.0,
1920.0,-0.1900000000000004,13,370.0,
1925.0,0.3900000000000001,13,331.0,
1930.0,0.5,14,281.0,
1935.0,-0.41999999999999993,18,323.0,
1940.0,-0.16000000000000014,14,339.0,
1945.0,-0.10999999999999988,15,350.0,
1950.0,0.16000000000000014,8,334.0,
1955.0,0.34999999999999964,11,299.0,
1960.0,-0.25,15,324.0,
1965.0,-0.2899999999999996,16,353.0,
1970.0,0.3099999999999996,7,322.0,
1975.0,-0.20999999999999996,15,343.0,
1980.0,-0.5,15,393.0,
1985.0,-0.2200000000000002,12,415.0,
1990.0,1.6800000000000002,7,247.0,
1995.0,0.0,16,247.0,
2000.0,-0.69,19,316.0,
2005.0,-0.3999999999999999,17,356.0,
2010.0,0.2400000000000002,11,332.0,
2015.0,0.73,14,259.0,
2020.0,0.009999999999999787,14,258.0,
2025.0,0.020000000000000018,13,256.0,
2030.0,-0.18000000000000016,15,274.0,
2035.0,0.0900000000000003,11,265.0,
2040.0,0.17999999999999972,17,247.0,
2045.0,-0.6199999999999997,20,309.0,
2050.0,-0.3900000000000001,15,348.0,
2055.0,0.3500000000000001,10,313.0,
2060.0,0.6499999999999999,11,248.0,
2065.0,-0.33000000000000007,15,281.0,
2070.0,-0.18999999999999995,18,300.0,
2075.0,-0.14000000000000012,13,314.0,
2080.0,-0.1599999999999997,13,330.0,
2085.0,-0.41000000000000014,17,371.0,
2090.0,-0.6699999999999999,18,438.0,
2095.0,-0.4299999999999997,15,481.0,
2100.0,0.4299999999999997,9,438.0,
2105.0,0.77,16,361.0,
2110.0,-0.69,22,430.0,
2115.0,-0.3799999999999999,19,468.0,
2120.0,1.0499999999999998,15,363.0,
2125.0,-0.6200000000000001,23,425.0,
2130.0,-0.34999999999999964,23,460.0,
2135.0,-0.0600000000000005,25,466.0,
2140.0,-0.5199999999999996,29,518.0,
2145.0,-0.2400000000000002,23,542.0,
2150.0,0.2400000000000002,19,518.0,
2155.0,0.27999999999999936,11,490.0,
2160.0,0.6699999999999999,16,423.0,
2165.0,-0.2999999999999998,18,453.0,
2170.0,0.08999999999999986,15,444.0,
2175.0,0.4500000000000002,12,399.0,
2180.0,0.6800000000000002,16,331.0,
2185.0,0.10999999999999988,17,320.0,
2190.0,0.07000000000000028,16,313.0,
2195.0,0.08000000000000007,11,305.0,
2200.0,-0.17000000000000037,17,322.0,
2205.0,-0.4099999999999997,18,363.0,
2210.0,-0.020000000000000018,15,365.0,
2215.0,0.1200000000000001,13,353.0,
2220.0,0.4299999999999997,13,310.0,
2225.0,-0.009999999999999787,13,311.0,
2230.0,-0.03000000000000025,13,314.0,
2235.0,-0.040000000000000036,13,318.0,
2240.0,0.08000000000000007,7,310.0,
2245.0,-0.08000000000000007,15,318.0,
2250.0,-0.6199999999999997,18,380.0,
2255.0,-0.40000000000000036,17,420.0,
2260.0,1.1500000000000004,11,305.0,
2265.0,-0.4700000000000002,16,352.0,
2270.0,0.029999999999999805,16,349.0,
2275.0,0.6200000000000001,20,287.0,
2280.0,-0.6599999999999997,22,353.0,
2285.0,-0.29000000000000004,24,382.0,
2290.0,-0.15000000000000036,18,397.0,
2295.0,0.050000000000000266,14,392.0,
2300.0,0.17999999999999972,9,374.0,
2305.0,-0.11999999999999966,15,386.0,
2310.0,0.020000000000000018,16,384.0,
2315.0,0.3799999999999999,18,346.0,
2320.0,-0.25,22,371.0,
2325.0,-0.040000000000000036,22,375.0,
2330.0,0.3799999999999999,17,337.0,
2335.0,-0.16999999999999993,10,354.0,
2340.0,-0.06999999999999984,14,361.0,
2345.0,-0.25,16,386.0,
2350.0,0.2999999999999998,15,356.0,
2355.0,0.03000000000000025,16,353.0,
2360.0,0.09999999999999964,11,343.0,
2365.0,0.28000000000000025,16,315.0,
2370.0,-0.52,18,367.0,
2375.0,-0.20000000000000018,14,387.0,
2380.0,0.050000000000000266,12,382.0,
2385.0,0.4299999999999997,13,339.0,
2390.0,-0.1599999999999997,17,355.0,
2395.0,-0.11000000000000032,16,366.0,
2400.0,0.03000000000000025,10,363.0,
2405.0,-0.41999999999999993,18,405.0,
2410.0,-0.46999999999999975,16,452.0,
2415.0,0.08999999999999986,14,443.0,
2420.0,1.63,8,280.0,
2425.0,-0.040000000000000036,16,284.0,
2430.0,-0.20999999999999996,20,305.0,
2435.0,0.0,23,305.0,
2440.0,-0.7000000000000002,27,375.0,
2445.0,-0.009999999999999787,20,376.0,
2450.0,0.009999999999999787,16,375.0,
2455.0,0.009999999999999787,11,374.0,
2460.0,-0.1599999999999997,14,390.0,
2465.0,-0.4200000000000004,18,432.0,
2470.0,0.16999999999999993,15,415.0,
2475.0,0.5000000000000004,9,365.0,
2480.0,0.96,9,269.0,
2485.0,0.029999999999999805,11,266.0,
2490.0,0.15000000000000036,12,251.0,
2495.0,0.09999999999999964,6,241.0,
2500.0,0.0,13,241.0,
2505.0,-0.31999999999999984,15,273.0,
2510.0,-0.010000000000000231,15,274.0,
2515.0,0.050000000000000266,14,269.0,
2520.0,-0.18000000000000016,9,287.0,
2525.0,-0.31000000000000005,15,318.0,
2530.0,-0.5499999999999998,14,373.0,
2535.0,-0.16000000000000014,14,389.0,
2540.0,0.8600000000000003,13,303.0,
2545.0,-0.8300000000000001,21,386.0,
2550.0,-0.25000000000000044,21,411.0,
2555.0,0.2100000000000004,23,390.0,
2560.0,-0.2900000000000005,24,419.0,
2565.0,-0.11999999999999922,19,431.0,
2570.0,0.2699999999999996,17,404.0,
2575.0,-0.33000000000000007,12,437.0,
2580.0,-0.3200000000000003,15,469.0,
2585.0,-0.41999999999999993,18,511.0,
2590.0,0.0600000000000005,12,505.0,
2595.0,0.8099999999999996,9,424.0,
2600.0,1.1300000000000003,13,311.0,
2605.0,-0.25,15,336.0,
2610.0,-0.10000000000000009,17,346.0,
2615.0,-0.04999999999999982,13,351.0,
2620.0,-0.5800000000000001,20,409.0,
2625.0,-0.4400000000000004,19,453.0,
2630.0,0.08999999999999986,17,444.0,
2635.0,0.2600000000000007,10,418.0,
2640.0,0.8699999999999997,10,331.0,
2645.0,-0.06999999999999984,15,338.0,
2650.0,0.08999999999999986,15,329.0,
2655.0,-0.10999999999999988,14,340.0,
2660.0,0.3500000000000001,14,305.0,
2665.0,-0.8700000000000001,20,392.0,
2670.0,-0.34999999999999964,22,427.0,
2675.0,-0.1200000000000001,21,439.0,
2680.0,-0.5500000000000007,27,494.0,
2685.0,-0.39999999999999947,26,534.0,
2690.0,0.040000000000000036,22,530.0,
2695.0,0.08000000000000007,15,522.0,
2700.0,0.7999999999999998,17,442.0,
2705.0,-0.45999999999999996,19,488.0,
2710.0,0.040000000000000036,15,484.0,
2715.0,0.040000000000000036,16,480.0,
2720.0,0.28000000000000025,17,452.0,
2725.0,-0.4300000000000006,19,495.0,
2730.0,-0.1200000000000001,18,507.0,
2735.0,0.10000000000000053,15,497.0,
2740.0,0.17999999999999972,11,479.0,
2745.0,0.009999999999999787,17,478.0,
2750.0,-0.5800000000000001,22,536.0,
2755.0,-0.3899999999999997,21,575.0,
2760.0,0.6299999999999999,19,512.0,
2765.0,-0.8999999999999995,24,602.0,
2770.0,-0.05000000000000071,25,607.0,
2775.0,0.5899999999999999,25,548.0,
2780.0,-0.3899999999999997,26,587.0,
2785.0,0.040000000000000036,25,583.0,
2790.0,-0.33000000000000007,25,616.0,
2795.0,-0.16000000000000014,16,632.0,
2800.0,0.39000000000000057,15,593.0,
2805.0,-0.28000000000000025,15,621.0,
2810.0,0.16999999999999993,16,604.0,
2815.0,0.8200000000000003,10,522.0,
2820.0,1.1799999999999997,16,404.0,
2825.0,0.18000000000000016,18,386.0,
2830.0,-0.10000000000000009,20,396.0,
2835.0,0.18999999999999995,12,377.0,
2840.0,0.31000000000000005,14,346.0,
2845.0,-0.31999999999999984,16,378.0,
2850.0,-0.0900000000000003,18,387.0,
2855.0,0.07000000000000028,14,380.0,
2860.0,0.029999999999999805,11,377.0,
2865.0,-0.10999999999999988,17,388.0,
2870.0,-0.7300000000000004,21,461.0,
2875.0,-0.3199999999999994,16,493.0,
2880.0,0.34999999999999964,10,458.0,
2885.0,0.94,11,364.0,
2890.0,0.1200000000000001,12,352.0,
2895.0,0.0,16,352.0,
2900.0,0.6200000000000001,16,290.0,
2905.0,-0.8200000000000003,21,372.0,
2910.0,-0.6800000000000002,20,440.0,
2915.0,-0.3199999999999994,18,472.0,
2920.0,0.09999999999999964,14,462.0,
2925.0,0.7400000000000002,13,388.0,
2930.0,-0.3600000000000003,16,424.0,
2935.0,-0.2699999999999996,18,451.0,
2940.0,0.3199999999999994,13,419.0,
2945.0,0.6700000000000004,18,352.0,
2950.0,-0.56,19,408.0,
2955.0,-0.25,18,433.0,
2960.0,0.25,11,408.0,
2965.0,0.5500000000000003,10,353.0,
2970.0,-0.3600000000000003,19,389.0,
2975.0,-0.10999999999999988,18,400.0,
2980.0,-0.07000000000000028,16,407.0,
2985.0,-0.009999999999999787,18,408.0,
2990.0,-0.5,20,458.0,
2995.0,-0.09999999999999964,19,468.0,
3000.0,-0.11000000000000032,18,479.0,
3005.0,0.28000000000000025,14,451.0,
3010.0,0.6199999999999997,15,389.0,
3015.0,-0.43999999999999995,17,433.0,
3020.0,-0.2699999999999996,19,460.0,
3025.0,-0.20000000000000018,17,480.0,
3030.0,-0.08000000000000007,11,488.0,
3035.0,0.16000000000000014,14,472.0,
3040.0,-0.6100000000000003,20,533.0,
3045.0,-0.3799999999999999,21,571.0,
3050.0,0.20000000000000018,15,551.0,
3055.0,0.6600000000000001,17,485.0,
3060.0,-0.6300000000000008,20,548.0,
3065.0,-0.4299999999999997,21,591.0,
3070.0,1.3900000000000006,13,452.0,
3075.0,-0.25,21,477.0,
3080.0,-0.35000000000000053,24,512.0,
3085.0,-0.07000000000000028,26,519.0,
3090.0,-0.8799999999999999,29,607.0,
3095.0,-0.3799999999999999,26,645.0,
3100.0,-0.1200000000000001,24,657.0,
3105.0,0.22000000000000064,14,635.0,
3110.0,1.0199999999999996,16,533.0,
3115.0,-0.5700000000000003,21,590.0,
3120.0,-0.13999999999999968,20,604.0,
3125.0,0.3799999999999999,14,566.0,
3130.0,0.9699999999999998,14,469.0,
3135.0,-0.23999999999999932,16,493.0,
3140.0,0.14999999999999947,15,478.0,
3145.0,0.15000000000000036,12,463.0,
3150.0,0.08999999999999986,19,454.0,
3155.0,-0.15000000000000036,19,469.0,
3160.0,0.05000000000000071,18,464.0,
3165.0,0.35999999999999943,13,428.0,
3170.0,0.22000000000000064,17,406.0,
3175.0,-0.39000000000000057,18,445.0,
3180.0,-0.1299999999999999,15,458.0,
3185.0,0.5099999999999998,23,407.0,
3190.0,-1.1399999999999997,25,521.0,
3195.0,-0.8399999999999999,25,605.0,
3200.0,-0.45999999999999996,22,651.0,
3205.0,0.20000000000000018,20,631.0,
3210.0,0.8299999999999992,15,548.0,
3215.0,0.13000000000000078,15,535.0,
3220.0,-0.14000000000000057,20,549.0,
3225.0,0.4500000000000002,15,504.0,
3230.0,0.5800000000000001,18,446.0,
3235.0,-0.3700000000000001,16,483.0,
3240.0,0.020000000000000462,15,481.0,
3245.0,0.6199999999999992,10,419.0,
3250.0,1.3200000000000003,11,287.0,
3255.0,-0.1499999999999999,13,302.0,
3260.0,-0.18999999999999995,19,321.0,
3265.0,-0.20999999999999996,20,342.0,
3270.0,-0.1299999999999999,14,355.0,
3275.0,0.23999999999999977,14,331.0,
3280.0,-0.52,17,383.0,
3285.0,-0.1899999999999995,15,402.0,
3290.0,-0.40000000000000036,19,442.0,
3295.0,0.2599999999999998,13,416.0,
3300.0,0.5100000000000002,16,365.0,
3305.0,-0.5900000000000003,17,424.0,
3310.0,-0.2999999999999998,17,454.0,
3315.0,0.33000000000000007,10,421.0,
3320.0,0.5699999999999998,11,364.0,
3325.0,-0.33000000000000007,14,397.0,
3330.0,-0.3999999999999999,17,437.0,
3335.0,0.8999999999999999,14,347.0,
3340.0,-0.7099999999999995,20,418.0,
3345.0,-0.7200000000000006,21,490.0,
3350.0,-0.20999999999999996,19,511.0,
