step_time,reward,total_stopped,total_wait_time
5e+00,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.08,4,8.0
20.0,-0.38999999999999996,9,47.0
25.0,-0.25,6,72.0
30.0,-0.3600000000000001,8,108.0
35.0,-0.3999999999999999,8,148.0
40.0,0.11999999999999988,4,136.0
45.0,0.1200000000000001,4,124.0
50.0,0.41000000000000003,4,83.0
55.0,0.39999999999999997,6,43.0
60.0,-0.13999999999999996,6,57.0
65.0,0.029999999999999916,6,54.0
70.0,0.16000000000000003,4,38.0
75.0,-0.15000000000000002,6,53.0
80.0,-0.15000000000000002,4,68.0
85.0,0.09000000000000008,2,59.0
90.0,0.25999999999999995,7,33.0
95.0,-0.39999999999999997,10,73.0
100.0,-0.3600000000000001,14,109.0
105.0,-0.72,15,181.0
110.0,-0.31000000000000005,12,212.0
115.0,0.31000000000000005,6,181.0
120.0,0.69,1,112.0
125.0,0.2400000000000001,10,88.0
130.0,-0.19000000000000006,11,107.0
135.0,0.14,7,93.0
140.0,0.12,5,81.0
145.0,-0.10999999999999999,10,92.0
150.0,-0.42000000000000004,14,134.0
155.0,-0.7,16,204.0
160.0,-0.3700000000000001,17,241.0
165.0,0.18000000000000016,11,223.0
170.0,0.020000000000000018,8,221.0
175.0,-0.5300000000000002,13,274.0
180.0,-0.18999999999999995,13,293.0
185.0,0.29000000000000004,12,264.0
190.0,0.3600000000000003,5,228.0
195.0,-0.010000000000000231,14,229.0
200.0,-0.33999999999999986,16,263.0
205.0,0.020000000000000018,13,261.0
210.0,0.08000000000000007,6,253.0
215.0,-0.0900000000000003,11,262.0
220.0,0.43999999999999995,17,218.0
225.0,-1.0099999999999998,22,319.0
230.0,-1.31,28,450.0
235.0,-0.8300000000000001,28,533.0
240.0,0.009999999999999787,21,532.0
245.0,0.5600000000000005,18,476.0
250.0,0.08000000000000007,9,468.0
255.0,-0.07000000000000028,15,475.0
260.0,-0.20999999999999996,16,496.0
265.0,0.47999999999999954,14,448.0
270.0,0.6000000000000005,16,388.0
275.0,0.3500000000000001,10,353.0
280.0,0.7899999999999996,11,274.0
285.0,-0.029999999999999805,14,277.0
290.0,0.08999999999999986,14,268.0
295.0,0.03000000000000025,11,265.0
300.0,0.10999999999999988,8,254.0
305.0,-0.08999999999999986,17,263.0
310.0,-0.6600000000000001,19,329.0
315.0,-0.43000000000000016,19,372.0
320.0,0.30000000000000027,12,342.0
325.0,0.94,15,248.0
330.0,-0.3799999999999999,18,286.0
335.0,-0.1499999999999999,14,301.0
340.0,-0.15000000000000036,14,316.0
345.0,-0.3599999999999999,14,352.0
350.0,0.16000000000000014,16,336.0
355.0,-0.94,21,430.0
360.0,-0.04999999999999982,22,435.0
365.0,0.4299999999999997,22,392.0
370.0,-0.21999999999999975,23,414.0
375.0,-0.6900000000000004,27,483.0
380.0,-0.08999999999999986,19,492.0
385.0,-0.4500000000000002,14,537.0
390.0,-0.6699999999999999,17,604.0
395.0,-0.2999999999999998,17,634.0
400.0,0.21999999999999975,15,612.0
405.0,-0.33999999999999986,13,646.0
410.0,-0.8300000000000001,20,729.0
415.0,-0.40000000000000036,26,769.0
420.0,-1.4699999999999998,31,916.0
425.0,-1.8000000000000007,39,1096.0
430.0,-2.049999999999999,43,1301.0
435.0,-1.08,39,1409.0
440.0,0.0600000000000005,32,1403.0
445.0,-1.5099999999999998,31,1554.0
450.0,-1.5600000000000023,32,1710.0
455.0,0.7900000000000027,28,1631.0
460.0,3.349999999999998,28,1296.0
465.0,-0.9699999999999989,28,1393.0
470.0,-1.6400000000000006,43,1557.0
475.0,-2.3200000000000003,47,1789.0
480.0,-0.6899999999999977,42,1858.0
485.0,0.03999999999999915,40,1854.0
490.0,-1.740000000000002,41,2028.0
495.0,-2.2399999999999984,47,2252.0
500.0,-1.990000000000002,44,2451.0
505.0,-2.1099999999999994,44,2662.0
510.0,-0.05999999999999872,38,2668.0
515.0,2.1999999999999993,28,2448.0
520.0,3.8099999999999987,28,2067.0
525.0,0.16000000000000014,14,2051.0
530.0,0.7600000000000016,13,1975.0
535.0,-0.3200000000000003,17,2007.0
540.0,-1.0199999999999996,24,2109.0
545.0,-1.4299999999999997,31,2252.0
550.0,-1.3000000000000007,37,2382.0
555.0,-1.9699999999999989,41,2579.0
560.0,0.3299999999999983,36,2546.0
565.0,3.030000000000001,26,2243.0
570.0,5.419999999999998,19,1701.0
575.0,4.300000000000001,11,1271.0
580.0,0.8200000000000003,8,1189.0
585.0,-0.5800000000000001,13,1247.0
590.0,1.2400000000000002,18,1123.0
595.0,3.74,18,749.0
600.0,0.1200000000000001,13,737.0
605.0,0.4800000000000004,14,689.0
610.0,1.1399999999999997,17,575.0
615.0,0.71,17,504.0
620.0,1.25,16,379.0
625.0,-0.009999999999999787,18,380.0
630.0,-0.14000000000000012,14,394.0
635.0,-0.10000000000000009,18,404.0
640.0,-0.5499999999999998,19,459.0
645.0,-0.16000000000000014,15,475.0
650.0,0.4900000000000002,11,426.0
655.0,-0.7999999999999998,18,506.0
660.0,-0.7300000000000004,20,579.0
665.0,-0.5,23,629.0
670.0,0.7000000000000002,15,559.0
675.0,1.7199999999999998,18,387.0
680.0,-0.20999999999999996,20,408.0
685.0,-0.5599999999999996,20,464.0
690.0,-0.5200000000000005,17,516.0
695.0,0.25,14,491.0
700.0,0.7400000000000002,18,417.0
705.0,0.22999999999999998,21,394.0
710.0,-0.0900000000000003,27,403.0
715.0,-0.9100000000000001,29,494.0
720.0,-0.6899999999999995,30,563.0
725.0,-0.040000000000000036,26,567.0
730.0,-1.2300000000000004,24,690.0
735.0,-0.6499999999999995,25,755.0
740.0,-1.4300000000000006,31,898.0
745.0,-0.9399999999999995,34,992.0
750.0,-0.25,31,1017.0
755.0,0.28999999999999915,22,988.0
760.0,1.6400000000000006,12,824.0
765.0,0.1899999999999995,9,805.0
770.0,0.8200000000000003,12,723.0
775.0,1.0,15,623.0
780.0,0.23000000000000043,13,600.0
785.0,0.7599999999999998,11,524.0
790.0,0.08999999999999986,13,515.0
795.0,0.7700000000000005,17,438.0
800.0,0.13999999999999968,13,424.0
805.0,-0.20999999999999996,16,445.0
810.0,-0.29000000000000004,20,474.0
815.0,0.23000000000000043,18,451.0
820.0,0.29000000000000004,12,422.0
825.0,0.9199999999999999,11,330.0
830.0,0.10999999999999988,15,319.0
835.0,0.0,15,319.0
840.0,0.14000000000000012,8,305.0
845.0,0.10999999999999988,16,294.0
850.0,-0.10999999999999988,22,305.0
855.0,-1.2599999999999998,28,431.0
860.0,-0.9200000000000008,29,523.0
865.0,-0.27999999999999936,29,551.0
870.0,-0.08000000000000007,25,559.0
875.0,-0.3799999999999999,11,597.0
880.0,-0.1200000000000001,19,609.0
885.0,-0.5300000000000002,20,662.0
890.0,0.1299999999999999,16,649.0
895.0,0.7800000000000002,12,571.0
900.0,1.0899999999999999,15,462.0
905.0,-0.22999999999999954,16,485.0
910.0,0.16999999999999993,16,468.0
915.0,0.1999999999999993,17,448.0
920.0,0.020000000000000462,13,446.0
925.0,-0.2599999999999998,19,472.0
930.0,-0.4400000000000004,19,516.0
935.0,0.10000000000000053,16,506.0
940.0,0.6699999999999999,15,439.0
945.0,-0.8000000000000007,19,519.0
950.0,-0.6299999999999999,22,582.0
955.0,-0.6399999999999997,25,646.0
960.0,0.4299999999999997,20,603.0
965.0,1.4800000000000004,16,455.0
970.0,-0.40000000000000036,15,495.0
975.0,-0.20999999999999996,17,516.0
980.0,0.29000000000000004,15,487.0
985.0,0.6399999999999997,16,423.0
990.0,-0.28999999999999915,21,452.0
995.0,-0.5200000000000005,31,504.0
1000.0,-0.9799999999999995,33,602.0
1005.0,-0.54,31,656.0
1010.0,-0.23000000000000043,29,679.0
1015.0,-0.28000000000000025,18,707.0
1020.0,0.6299999999999999,10,644.0
