step_time,reward,total_stopped,total_wait_time
5e+00,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.07,4,7.0
20.0,-0.39,8,46.0
25.0,-0.2,6,66.0
30.0,-0.5099999999999999,12,117.0
35.0,-0.15000000000000013,9,132.0
40.0,0.21999999999999997,6,110.0
45.0,0.5000000000000001,2,60.0
50.0,0.25,8,35.0
55.0,-0.5,12,85.0
60.0,-0.7600000000000001,16,161.0
65.0,-0.9399999999999997,21,255.0
70.0,-1.1,22,365.0
75.0,-0.48,21,413.0
80.0,0.2999999999999998,12,383.0
85.0,0.8999999999999999,10,293.0
90.0,0.1200000000000001,12,281.0
95.0,0.10000000000000009,17,271.0
100.0,-0.9300000000000002,22,364.0
105.0,-0.3999999999999999,22,404.0
110.0,-0.1200000000000001,22,416.0
115.0,-0.10999999999999943,21,427.0
120.0,0.5299999999999994,12,374.0
125.0,0.6400000000000001,14,310.0
130.0,0.20000000000000018,10,290.0
135.0,0.1200000000000001,8,278.0
140.0,-0.3700000000000001,14,315.0
145.0,-0.9700000000000002,23,412.0
150.0,-0.6499999999999995,22,477.0
155.0,-0.020000000000000462,15,479.0
160.0,0.6500000000000004,14,414.0
165.0,-0.9199999999999999,22,506.0
170.0,-0.7400000000000002,24,580.0
175.0,-0.40000000000000036,22,620.0
180.0,0.7599999999999998,14,544.0
185.0,1.4700000000000002,12,397.0
190.0,0.5100000000000002,12,346.0
195.0,-0.020000000000000018,16,348.0
200.0,0.27,10,321.0
205.0,0.2599999999999998,15,295.0
210.0,-0.8199999999999998,20,377.0
215.0,-0.2200000000000002,24,399.0
220.0,0.15000000000000036,24,384.0
225.0,-1.2999999999999998,28,514.0
230.0,-1.7400000000000002,37,688.0
235.0,-1.0099999999999998,36,789.0
240.0,0.009999999999999787,29,788.0
245.0,-1.1000000000000005,26,898.0
250.0,-1.299999999999999,26,1028.0
255.0,-0.20000000000000107,22,1048.0
260.0,0.39000000000000057,22,1009.0
265.0,0.5,23,959.0
270.0,0.6699999999999999,28,892.0
275.0,0.1999999999999993,18,872.0
280.0,-0.4599999999999991,16,918.0
285.0,0.4800000000000004,10,870.0
290.0,1.4699999999999989,9,723.0
295.0,2.130000000000001,8,510.0
300.0,-0.15000000000000036,7,525.0
305.0,-0.6799999999999997,18,593.0
310.0,-0.11000000000000032,18,604.0
315.0,0.020000000000000462,24,602.0
320.0,-0.10000000000000053,25,612.0
325.0,0.7300000000000004,23,539.0
330.0,1.0,21,439.0
335.0,-0.5200000000000005,14,491.0
340.0,-0.6399999999999997,16,555.0
345.0,-0.28000000000000025,16,583.0
350.0,-0.5700000000000003,22,640.0
355.0,-1.3399999999999999,30,774.0
360.0,-1.7799999999999994,38,952.0
365.0,-0.8399999999999999,36,1036.0
370.0,0.5,26,986.0
375.0,-0.11000000000000121,21,997.0
380.0,-1.0599999999999987,20,1103.0
385.0,-0.6699999999999999,16,1170.0
390.0,-1.0200000000000014,26,1272.0
395.0,-1.5,32,1422.0
400.0,-0.4900000000000002,35,1471.0
405.0,0.7400000000000002,32,1397.0
410.0,-1.379999999999999,24,1535.0
415.0,-1.2400000000000002,26,1659.0
420.0,-0.39000000000000057,18,1698.0
425.0,-0.5300000000000011,24,1751.0
430.0,1.1800000000000033,28,1633.0
435.0,-0.5900000000000034,38,1692.0
440.0,-1.8399999999999999,38,1876.0
445.0,-1.8999999999999986,38,2066.0
450.0,-2.1099999999999994,44,2277.0
455.0,-0.08000000000000185,38,2285.0
460.0,2.150000000000002,30,2070.0
465.0,0.9399999999999977,20,1976.0
470.0,-0.9499999999999993,19,2071.0
475.0,1.1500000000000021,16,1956.0
480.0,2.9499999999999993,15,1661.0
485.0,-0.07000000000000028,14,1668.0
490.0,0.14000000000000057,14,1654.0
495.0,-0.9700000000000024,23,1751.0
500.0,-1.3699999999999974,31,1888.0
505.0,0.4399999999999977,32,1844.0
510.0,2.4800000000000004,29,1596.0
515.0,-1.259999999999998,28,1722.0
520.0,-1.490000000000002,29,1871.0
525.0,0.7600000000000016,24,1795.0
530.0,2.549999999999999,22,1540.0
535.0,3.6400000000000006,22,1176.0
540.0,2.4800000000000004,20,928.0
545.0,0.8899999999999988,14,839.0
550.0,2.170000000000001,12,622.0
555.0,0.41999999999999993,14,580.0
560.0,0.009999999999999787,18,579.0
565.0,0.25,19,554.0
570.0,-0.6200000000000001,17,616.0
575.0,-0.7999999999999998,23,696.0
580.0,-1.3999999999999995,31,836.0
585.0,-1.7300000000000004,37,1009.0
590.0,-0.3800000000000008,40,1047.0
595.0,0.3800000000000008,43,1009.0
600.0,0.09999999999999964,45,999.0
605.0,-1.1400000000000006,41,1113.0
610.0,0.21000000000000085,36,1092.0
615.0,-0.34999999999999964,30,1127.0
620.0,-0.6100000000000012,19,1188.0
625.0,-0.6699999999999999,22,1255.0
630.0,-0.4499999999999993,24,1300.0
635.0,0.9600000000000009,20,1204.0
640.0,0.1999999999999993,20,1184.0
645.0,2.2300000000000004,14,961.0
650.0,0.08999999999999986,22,952.0
655.0,0.29999999999999893,22,922.0
660.0,1.2600000000000007,18,796.0
665.0,-0.8500000000000005,32,881.0
670.0,-1.9900000000000002,47,1080.0
675.0,-2.58,55,1338.0
680.0,-1.58,49,1496.0
685.0,-0.3099999999999987,43,1527.0
690.0,-1.1000000000000014,39,1637.0
695.0,-1.3900000000000006,44,1776.0
700.0,-1.6699999999999982,41,1943.0
705.0,-1.4299999999999997,39,2086.0
710.0,-1.9499999999999993,39,2281.0
715.0,-2.0700000000000003,42,2488.0
720.0,0.03999999999999915,36,2484.0
725.0,2.4800000000000004,28,2236.0
730.0,1.1699999999999982,19,2119.0
735.0,-0.9299999999999997,20,2212.0
740.0,-0.3000000000000007,15,2242.0
745.0,-0.25,22,2267.0
750.0,-1.2099999999999973,28,2388.0
755.0,0.8999999999999986,28,2298.0
760.0,2.7600000000000016,26,2022.0
765.0,-0.5400000000000027,18,2076.0
770.0,-0.9699999999999989,20,2173.0
775.0,0.9699999999999989,20,2076.0
780.0,2.830000000000002,17,1793.0
785.0,1.5700000000000003,10,1636.0
790.0,-0.21999999999999886,14,1658.0
795.0,1.259999999999998,13,1532.0
800.0,3.290000000000001,10,1203.0
805.0,5.089999999999999,9,694.0
810.0,3.3500000000000005,14,359.0
815.0,-0.54,14,413.0
820.0,-0.9299999999999997,22,506.0
825.0,-0.0600000000000005,24,512.0
830.0,0.4900000000000002,30,463.0
835.0,-1.6399999999999997,34,627.0
840.0,-0.9200000000000008,37,719.0
845.0,-0.1299999999999999,37,732.0
850.0,-0.5699999999999994,28,789.0
855.0,0.3799999999999999,20,751.0
860.0,-0.4900000000000002,17,800.0
865.0,-0.9600000000000009,30,896.0
870.0,-1.6599999999999984,36,1062.0
875.0,-1.9700000000000006,43,1259.0
880.0,-1.4399999999999995,45,1403.0
885.0,-1.1600000000000001,43,1519.0
890.0,-0.8200000000000021,41,1601.0
895.0,0.5500000000000007,35,1546.0
900.0,1.9000000000000004,26,1356.0
905.0,1.0500000000000007,19,1251.0
910.0,0.6600000000000001,14,1185.0
915.0,-0.9000000000000004,22,1275.0
920.0,-0.25,24,1300.0
925.0,0.3800000000000008,28,1262.0
930.0,-0.05000000000000071,28,1267.0
935.0,1.2200000000000006,26,1145.0
940.0,-0.19000000000000128,24,1164.0
945.0,0.8600000000000012,20,1078.0
950.0,-0.040000000000000924,18,1082.0
955.0,-0.5600000000000005,27,1138.0
960.0,-1.3499999999999996,32,1273.0
965.0,-1.8399999999999999,40,1457.0
970.0,-0.17999999999999972,38,1475.0
975.0,1.9299999999999997,29,1282.0
980.0,3.33,22,949.0
985.0,-0.879999999999999,19,1037.0
990.0,-0.9600000000000009,20,1133.0
995.0,-0.2699999999999996,22,1160.0
1000.0,-0.23000000000000043,28,1183.0
1005.0,-1.4000000000000004,34,1323.0
