step_time,reward,total_stopped,total_wait_time,episode,terminal_observation
5.0,0.0,0,0.0,,
10.0,0.0,0,0.0,,
15.0,-0.09,5,9.0,,
20.0,-0.39,8,48.0,,
25.0,-0.20999999999999996,9,69.0,,
30.0,-0.5,10,119.0,,
35.0,-0.06000000000000005,6,125.0,,
40.0,0.39,4,86.0,,
45.0,0.08999999999999997,4,77.0,,
50.0,-0.21999999999999997,5,99.0,,
55.0,-0.07000000000000006,6,106.0,,
60.0,-0.3899999999999999,10,145.0,,
65.0,-0.27,6,172.0,,
70.0,-0.19999999999999996,6,192.0,,
75.0,0.20999999999999996,4,171.0,,
80.0,0.08000000000000007,8,163.0,,
85.0,-0.17000000000000015,4,180.0,,
90.0,-0.3400000000000001,12,214.0,,
95.0,-0.44999999999999973,10,259.0,,
100.0,-0.5900000000000003,16,318.0,,
105.0,1.0700000000000003,13,211.0,,
110.0,-0.4700000000000002,18,258.0,,
115.0,-0.3999999999999999,13,298.0,,
120.0,0.1499999999999999,8,283.0,,
125.0,-0.08000000000000007,13,291.0,,
130.0,0.45999999999999996,10,245.0,,
135.0,1.2000000000000002,10,125.0,,
140.0,-0.030000000000000027,9,128.0,,
145.0,-0.09000000000000008,10,137.0,,
150.0,-0.3999999999999999,10,177.0,,
155.0,0.10000000000000009,4,167.0,,
160.0,0.010000000000000009,12,166.0,,
165.0,0.06999999999999984,12,159.0,,
170.0,0.29000000000000004,15,130.0,,
175.0,-0.30000000000000004,12,160.0,,
180.0,0.14000000000000012,8,146.0,,
185.0,-0.10000000000000009,9,156.0,,
190.0,0.07000000000000006,7,149.0,,
195.0,0.11999999999999988,11,137.0,,
200.0,-0.2599999999999998,10,163.0,,
205.0,-0.56,15,219.0,,
210.0,-0.27,12,246.0,,
215.0,0.3500000000000001,5,211.0,,
220.0,0.21999999999999997,7,189.0,,
225.0,0.19999999999999996,2,169.0,,
230.0,-0.010000000000000009,10,170.0,,
235.0,-0.6900000000000002,15,239.0,,
240.0,-0.7399999999999998,16,313.0,,
245.0,-0.43999999999999995,15,357.0,,
250.0,0.09999999999999964,9,347.0,,
